time,operator,country,technology,quality,download,upload,rtt
1700592822,telenor,norway,4g,good,20331.6728336516,15704.40537409618,142.53143905516467
1700592828,telenor,norway,4g,good,21251.441199581095,24957.62443382984,151.26870582766335
1700592834,telenor,norway,4g,good,41385.1020731337,10736.474244362971,105.36435846235503
1700592840,telenor,norway,4g,good,70642.41895600388,44558.58479664618,36.2150946061886
1700592846,telenor,norway,4g,good,19053.87148801077,2191.103024557655,55.58204775609688
1700592852,telenor,norway,4g,good,41820.41250237567,22328.788307956802,76.33008485892307
1700592858,telenor,norway,4g,good,55252.553569662654,22049.74710443974,71.40863004730808
1700592864,telenor,norway,4g,good,51541.27326680968,29937.054229359295,37.85323735125239
1700592870,telenor,norway,4g,good,124161.83295519993,12031.28032131337,69.51042805162787
1700592876,telenor,norway,4g,good,8332.546283257921,15768.024395516019,69.23480388167145
1700592882,telenor,norway,4g,good,24458.088694118538,16518.920189665543,86.49331339968094
1700592888,telenor,norway,4g,good,75389.06828887631,48853.801568552146,104.77635036460798
1700592894,telenor,norway,4g,good,48518.68973265479,43570.29345817043,44.47340929892085
1700592900,telenor,norway,4g,good,70647.63327646797,22140.59296809569,108.58765586680954
1700592906,telenor,norway,4g,good,50386.8242346369,28782.94747124163,87.98787277373499
1700592912,telenor,norway,4g,good,167.52142663573366,13186.385459672663,86.05672763811664
1700592918,telenor,norway,4g,good,20740.520614683548,17530.9408209233,102.11612270983491
1700592924,telenor,norway,4g,good,14081.462473497588,13916.559171968884,46.96640630398745
1700592930,telenor,norway,4g,good,13185.088412746016,9251.496992892575,75.79785997933107
1700592936,telenor,norway,4g,good,56302.28934222184,37087.646295400344,97.42810962019759
1700592942,telenor,norway,4g,good,59861.85134319201,26275.86359070973,183.543780410669
1700592948,telenor,norway,4g,good,45188.86148807809,12026.15880796825,58.046436529112846
1700592954,telenor,norway,4g,good,39039.34221833007,24837.08774977092,83.35724871264479
1700592960,telenor,norway,4g,good,42526.99875389999,24959.494539489333,71.44181626826004
1700592966,telenor,norway,4g,good,16284.443188344521,8338.703393013466,125.73990175315474
1700592972,telenor,norway,4g,good,54111.16045263938,28084.142342235977,103.53349956390332
1700592978,telenor,norway,4g,good,75707.52181314609,34743.760744010135,63.74478992943319
1700592984,telenor,norway,4g,good,6386.491001810317,19106.41151655043,112.14087719621392
1700592990,telenor,norway,4g,good,3687.506294601426,7526.290482554957,47.672892344241035
1700592996,telenor,norway,4g,good,27897.685587178392,40989.58472199687,83.2009194217676
1700593002,telenor,norway,4g,good,10382.443370217474,10150.920480072396,102.61216822022999
1700593008,telenor,norway,4g,good,84574.593025224,28034.442767111075,86.70765425154084
1700593014,telenor,norway,4g,good,50714.38882812523,16994.035897362995,128.08662036208125
1700593020,telenor,norway,4g,good,11731.043374469231,10423.627027805613,90.54496559965322
1700593026,telenor,norway,4g,good,8097.1521897987,11096.880334753301,79.44938288712108
1700593032,telenor,norway,4g,good,36013.91757149601,32913.134336108174,90.15970111530557
1700593038,telenor,norway,4g,good,45237.20431013024,19924.75985820962,73.59607128970057
1700593044,telenor,norway,4g,good,51059.37481131225,19038.29747675243,64.601344681813
1700593050,telenor,norway,4g,good,99896.9132738365,46951.958348742395,89.51596245321798
1700593056,telenor,norway,4g,good,73028.40573607876,11345.811772231144,57.03391367130216
1700593062,telenor,norway,4g,good,52200.771625749396,13535.614575296488,86.49728204314094
1700593068,telenor,norway,4g,good,30453.851227592608,33429.13260678247,89.47277527236692
1700593074,telenor,norway,4g,good,44931.41737972983,41142.264208068955,94.29313313281659
1700593080,telenor,norway,4g,good,87706.80654481828,45303.29081555037,77.17022254485249
1700593086,telenor,norway,4g,good,63734.846659305265,30655.70654738284,68.96375423824182
1700593092,telenor,norway,4g,good,53345.0146647872,17248.303380214333,120.22325348224604
1700593098,telenor,norway,4g,good,15496.646774369217,5959.556058677756,52.069092761392056
1700593104,telenor,norway,4g,good,39796.990512193806,4945.571745706972,133.43092149331497
1700593110,telenor,norway,4g,good,20297.142565449678,15367.954201751743,117.48601887248827
1700593116,telenor,norway,4g,good,15878.169897536905,19284.990280166086,134.88269126536548
1700593122,telenor,norway,4g,good,50442.16546351341,45625.69872782281,32.527288677962346
1700593128,telenor,norway,4g,good,54194.42414902907,8924.096775371176,63.55832904514408
1700593134,telenor,norway,4g,good,14524.02062356694,4819.870686781771,84.02276705529279
1700593140,telenor,norway,4g,good,98369.79834775646,46685.95665146624,85.37646273104579
1700593146,telenor,norway,4g,good,76732.36733211663,36498.65375897917,54.190415594439216
1700593152,telenor,norway,4g,good,57004.114462521065,26704.522253525214,115.72806360417948
1700593158,telenor,norway,4g,good,59945.811852761384,6037.958645115725,86.31320122292317
1700593164,telenor,norway,4g,good,58006.698091078615,21684.021322125758,137.01928737244629
1700593170,telenor,norway,4g,good,67876.1645335039,34021.74032508517,254.2964961537407
1700593176,telenor,norway,4g,good,86479.07068987912,45373.62463904628,118.96424980400974
1700593182,telenor,norway,4g,good,44192.28692910116,15453.770406284335,63.11388333442809
1700593188,telenor,norway,4g,good,40630.47430853269,18784.313598894103,97.5863999274988
1700593194,telenor,norway,4g,good,52107.542475573406,33028.181553019494,98.65551294064994
1700593200,telenor,norway,4g,good,43962.705183909646,30752.948535424213,79.25698093907795
1700593206,telenor,norway,4g,good,69909.59519606362,14808.417936833423,79.20027070114453
1700593212,telenor,norway,4g,good,25617.02761301947,8619.186871019794,115.27295026507086
1700593218,telenor,norway,4g,good,103167.20714840836,10397.006004894782,126.59463636694018
1700593224,telenor,norway,4g,good,86066.04834211625,26327.535788039313,114.21418066070633
1700593230,telenor,norway,4g,good,53055.39119019093,22868.855506728214,56.18644261777821
1700593236,telenor,norway,4g,good,36283.6534691281,11680.674885843524,148.97577598603624
1700593242,telenor,norway,4g,good,4764.581158038815,13658.415689804218,107.45586349579888
1700593248,telenor,norway,4g,good,32626.306049304014,24787.774538079044,67.85275866213868
1700593254,telenor,norway,4g,good,6399.7744887759445,20079.77275529175,59.60149682925063
1700593260,telenor,norway,4g,good,34499.0398143553,2936.6313334907622,75.04875676539608
1700593266,telenor,norway,4g,good,36151.482481292805,8325.101517283301,79.5035277833479
1700593272,telenor,norway,4g,good,7444.03115351724,6611.565019860097,207.8428093741383
1700593278,telenor,norway,4g,good,43486.09304581228,23668.32585942796,39.043711481887215
1700593284,telenor,norway,4g,good,13434.72231272258,12805.402370149754,113.8130178668877
1700593290,telenor,norway,4g,good,62889.52166416198,10384.880779894465,58.8556388098806
1700593296,telenor,norway,4g,good,48171.20113523309,38091.608175763715,74.45225663372479
1700593302,telenor,norway,4g,good,34851.8033488526,16672.463069822355,120.92387977605166
1700593308,telenor,norway,4g,good,34742.0555384831,10918.599621576843,73.02148326391968
1700593314,telenor,norway,4g,good,58763.766440868516,43989.743394172154,85.75504227056632
1700593320,telenor,norway,4g,good,62756.92212816847,39997.72436691201,66.90322191021619
1700593326,telenor,norway,4g,good,14627.656148164491,10504.051445440742,101.5612121239981
1700593332,telenor,norway,4g,good,20661.078874624043,11347.046338198072,100.94224374403309
1700593338,telenor,norway,4g,good,14152.852421346766,11252.080841961204,178.3314054959359
1700593344,telenor,norway,4g,good,4195.413664495551,15922.237201383297,66.41433895861579
1700593350,telenor,norway,4g,good,36093.14901301792,8002.19528637429,118.80284808720185
1700593356,telenor,norway,4g,good,31966.79930778043,23102.564839285413,71.56466406575677
1700593362,telenor,norway,4g,good,95684.11239074903,37557.494865171575,64.9003187380965
1700593368,telenor,norway,4g,good,2865.75135892451,18359.192271611548,62.95288815379112
1700593374,telenor,norway,4g,good,27178.159126357343,3448.2681536340206,84.26425725986826
1700593380,telenor,norway,4g,good,38895.81945824254,2183.9655331257873,124.87975921355002
1700593386,telenor,norway,4g,good,61476.174379247765,17444.28309141216,149.38941770170527
1700593392,telenor,norway,4g,good,17145.109027431714,19834.08339944862,74.51313330995225
1700593398,telenor,norway,4g,good,60581.07888003954,24085.004819799895,70.4213847705865
1700593404,telenor,norway,4g,good,29612.250473888613,20246.623482751915,110.57213579203815
1700593410,telenor,norway,4g,good,34107.37110078784,9848.146818008552,100.83724817903088
1700593416,telenor,norway,4g,good,41897.17233308515,28217.418079796702,95.5813894162082
1700593422,telenor,norway,4g,good,26865.023687059107,20061.931864095575,92.12995101142629
1700593428,telenor,norway,4g,good,24737.82697793114,21743.611726269264,130.31832391729833
1700593434,telenor,norway,4g,good,53531.42304107633,19653.30682204865,219.57017239501897
1700593440,telenor,norway,4g,good,42007.9623276067,8248.569525618483,149.88839506757625
1700593446,telenor,norway,4g,good,8228.52837005729,9295.963975548102,88.52393999387479
1700593452,telenor,norway,4g,good,61237.26230551316,28940.17374527049,77.07154039600577
1700593458,telenor,norway,4g,good,93029.74744213716,31578.184996735436,97.86488256078098
1700593464,telenor,norway,4g,good,20545.91048832731,12767.259389269742,225.85742064771418
1700593470,telenor,norway,4g,good,39798.237831304046,24132.906638514254,129.47601264962012
1700593476,telenor,norway,4g,good,23555.506035526065,18170.952136269494,159.0245472553123
1700593482,telenor,norway,4g,good,66880.71700390353,44414.36183284029,154.90891861772414
1700593488,telenor,norway,4g,good,5542.801182823967,13722.899783430797,101.3029294888293
1700593494,telenor,norway,4g,good,58725.07381744507,18079.931063385717,104.94159946445883
1700593500,telenor,norway,4g,good,34294.64942858696,10984.707505418384,82.45377710787514
1700593506,telenor,norway,4g,good,11067.963247357622,15482.966235874874,149.96138884128223
1700593512,telenor,norway,4g,good,54472.29646124574,22364.348003318777,83.55500785153232
1700593518,telenor,norway,4g,good,61242.58534554884,16369.044802815637,106.17383197580644
1700593524,telenor,norway,4g,good,13015.740757057984,15888.32843000489,245.15824409781482
1700593530,telenor,norway,4g,good,20040.066462021485,15086.988846578766,76.22784045472335
1700593536,telenor,norway,4g,good,14611.689964782752,19954.15843764469,114.59776801235495
1700593542,telenor,norway,4g,good,112510.20153789497,14554.65595931168,109.29096944211649
1700593548,telenor,norway,4g,good,50661.19037517955,14908.120486171973,104.30219913705024
1700593554,telenor,norway,4g,good,7329.405869759782,657.2759212211339,100.05052525939405
1700593560,telenor,norway,4g,good,5817.295941901078,8684.315322687478,252.18938842718026
1700593566,telenor,norway,4g,good,4886.58604554527,23288.817759262904,125.43484693086045
1700593572,telenor,norway,4g,good,58767.63951304397,16774.349709111335,81.63594977060724
1700593578,telenor,norway,4g,good,9052.272951376977,21744.07727590911,91.21017919507162
1700593584,telenor,norway,4g,good,29699.569165126824,19975.62981495245,179.86225257123593
1700593590,telenor,norway,4g,good,24673.60801842247,23009.026579667727,140.92907479956807
1700593596,telenor,norway,4g,good,105216.8473648865,39839.28811427535,89.28394763007597
1700593602,telenor,norway,4g,good,23171.407401545894,4230.266457652902,127.83483692739416
1700593608,telenor,norway,4g,good,94218.11461490075,26047.014384142723,100.86141663556772
1700593614,telenor,norway,4g,good,28666.39694098702,2822.9090196905327,126.92694149609423
1700593620,telenor,norway,4g,good,20990.07162300103,15588.695280740507,204.22951170791512
1700593626,telenor,norway,4g,good,43262.00993802138,12644.55908520439,157.63704304272213
1700593632,telenor,norway,4g,good,98379.07083730586,49488.22219000641,90.23196776760314
1700593638,telenor,norway,4g,good,39803.79375833531,23264.492531682452,129.20861997517125
1700593644,telenor,norway,4g,good,14278.858247855313,11737.92727861678,119.46515771603264
1700593650,telenor,norway,4g,good,33590.02067576105,46923.74507689484,79.39998863366122
1700593656,telenor,norway,4g,good,60934.72516715095,24640.219324058744,40.41049631636604
1700593662,telenor,norway,4g,good,47466.006450944544,24258.390632759194,49.3283636180099
1700593668,telenor,norway,4g,good,47965.74779803059,17328.611987710206,106.84120152860473
1700593674,telenor,norway,4g,good,63845.00453453399,22706.601916455133,98.52825859420709
1700593680,telenor,norway,4g,good,49187.290862729074,20402.901414965865,105.3523625274231
1700593686,telenor,norway,4g,good,49367.135727407745,29916.16636071153,94.46219662840171
1700593692,telenor,norway,4g,good,53051.925581373085,15638.541805034667,134.64874099403863
1700593698,telenor,norway,4g,good,34735.359201625586,20767.448152358065,103.23704139389496
1700593704,telenor,norway,4g,good,24662.627620041505,10041.198201555313,117.56748450949344
1700593710,telenor,norway,4g,good,71079.87530146723,15273.781310784912,139.76168635803836
1700593716,telenor,norway,4g,good,43042.478094041166,33459.232310633306,75.64900120392775
1700593722,telenor,norway,4g,good,7098.803207690717,6681.450873908502,72.45347509487559
1700593728,telenor,norway,4g,good,18562.165519894257,16195.307741746778,65.73737652143546
1700593734,telenor,norway,4g,good,45710.89213024709,17348.465250260062,77.64529185947937
1700593740,telenor,norway,4g,good,69696.86303498314,43087.145593507645,98.29474784379185
1700593746,telenor,norway,4g,good,46599.24852293667,29618.43666748579,116.73556951099725
1700593752,telenor,norway,4g,good,12902.671480779994,4335.305911998528,73.13738629813305
1700593758,telenor,norway,4g,good,18430.06498585332,19709.275592141985,61.34597838965159
1700593764,telenor,norway,4g,good,92353.4039039129,27147.8300345509,133.70678289818798
1700593770,telenor,norway,4g,good,32424.953617654537,26144.117651539615,130.3674695093401
1700593776,telenor,norway,4g,good,50936.08884981689,32522.05165201448,49.961871069181896
1700593782,telenor,norway,4g,good,28029.79847573941,8600.621529578837,73.66194650597247
1700593788,telenor,norway,4g,good,5773.330374171204,9478.499629839174,50.607084772620595
